Promt,promt in Russian,Category,Subcategory,Url
Crown of the Russian Empire,Корона Российской империи,Symbols,State symbols,https://kremltour.ru/wp-content/uploads/2023/12/korona-rossijskoj-imperii.jpg
Gold Star medal against the background of the Russian flag," Медаль ""Золотая звезда"" на фоне российского флага",Symbols,State symbols,https://afk.bmstu.ru/uploads/media/photo/2023/12/11/fb71a4457dba92772da0.jpg
Coat of arms of the Union of Soviet Socialist Republics,Герб Союза Советских Социалистических Республик,Symbols,State symbols,https://i.pinimg.com/736x/95/f2/85/95f285326c63483bacc1b982d2f178de--emblem.jpg
Flag of the Union of Soviet Socialist Republics,Флаг Союза Советских Социалистических Республик,Symbols,State symbols,https://static.wikia.nocookie.net/althistory/images/0/01/Reformed_Soviet_Flag.png/revision/latest?cb=20131001004517
"Symbol of the state, power, decorated with precious stones","Символ государства, держава, украшена драгоценными камнями",Symbols,State symbols,https://cs11.livemaster.ru/storage/topic/NxN/a2/4b/e3902ae3d15e0a424c214e10c439cb124feffl.jpg?h=w705Xh6yWb7huRIzU6gExg
"Symbols of the Russian Empire, crown, scepter and orb, decorated with precious stones","Символы российской империи, корона, скипетр и держава, украшенная драгоценными камнями",Symbols,State symbols,https://kartinki.pibig.info/uploads/posts/2023-07/thumbs/1690398867_kartinki-pibig-info-p-skipetr-i-derzhava-kartinki-instagram-20.jpg
"Sad girl Alyonushka sits by the river in the Russian folk manner, lowering her head into the lap of the water, displaying her figure and sadness"," Грустная девушка Алёнушка сидит у реки в русской народной одежде, опустив голову на колени, вода отражает ее фигуру и печаль",Literature,"Folklore, fairy tales and legends",https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_65b66d0aa4d2da57183e29d4_65b670d4a4f0b52104a76202/lazy_smart_crop_1280x720
"Serpent Gorynych, a dragon with wings, in a Russian medieval town with wooden huts and fortress walls","Змей Горыныч , дракон с крыльями, в русском средневековом городе с деревянными избами и крепостными стенами",Literature,"Folklore, fairy tales and legends",https://i.pinimg.com/originals/eb/20/60/eb2060549d2c45b3a5207f11adc06e41.png
Russian hero on the battlefield,Русский богатырь на поле битвы,Literature,"Folklore, fairy tales and legends","https://sun9-15.userapi.com/s/v1/if1/ZqbRXF2rwJaQXceQQkOwevPB3X9bwD-HF_Xgg9KzPXFxcNHunqnQ5wHDbUloVQTOw5gRQg8K.jpg?quality=96&as=32x19,48x29,72x43,108x65,160x96,240x144,360x217,480x289,540x325,640x385,720x433,1080x650,1100x662&from=bu&u=rW7OxPzzivCMklwbOr7s5j-9U9vaxqrDcAp1CoZ2wS4&cs=604x363"
"A young Snow Maiden in a blue outfit stands among snow-covered trees, light snow falls from the sky","Юная Снегурочка в голубом наряде стоит среди заснеженных деревьев, легкий снег падает с неба",Literature,"Folklore, fairy tales and legends",https://cdn.culture.ru/images/970af9e5-4937-521c-987d-f961e651c1d5
bright Firebird with a long tail in a magical garden,яркая Жар-птица с длинным хвостом в волшебном саду,Literature,"Folklore, fairy tales and legends",https://i.pinimg.com/736x/bc/d3/ca/bcd3ca4658fb254d43bab145f4d3df60.jpg
"An amazing stone flower glows in a deep and dark cave, its petals are made of pure emerald","Удивительный каменный цветок светится в глубокой и мрачной пещере, его лепестки из чистого изумруда",Literature,"Folklore, fairy tales and legends",https://filarmoniakomi.ru/storage/app/uploads/public/664/60d/a1a/66460da1a50ba215326342.jpg
A flying carpet flies high in the sky above green forests and fields,Ковер-самолет летит высоко в небе над зелеными лесами и полями,Literature,"Folklore, fairy tales and legends",https://st.fl.ru/users/na/natusya024/upload/f_98655cf92268df71.jpg
A young girl in a white dress and with a wreath of wildflowers on her head jumps over a fire on a summer night,Молодая девушка в белом платье и с венком из полевых цветов на голове перепрыгивает через костер в летнюю ночь,Literature,"Folklore, fairy tales and legends","https://sun9-36.userapi.com/s/v1/if2/8Bfr64kDnzYkG9z7e5m-1LFd1ANyqyNG87zxlnHVIxc4iIC6QU4M9b7zV5TeQaIOQgTdJPURWKwBU1_5yx7J_fkv.jpg?quality=96&as=32x21,48x32,72x48,108x72,160x106,240x160,360x240,480x319,540x359,640x426,720x479,900x599&from=bu&u=cHf_VwCfu_OcF7b_PaCXSAvgSKqpX47BqhGBOXe95KM&cs=604x402"
Russian heroes in armor enter into battle with a huge dragon,Русские богатыри в доспехах вступают в битву с огромным драконом,Literature,"Folklore, fairy tales and legends",https://zefirka.club/uploads/posts/2022-09/thumbs/1663742812_6-zefirka-club-p-stepan-gilev-khudozhnik-6.jpg
A huge bear and a little girl Masha in a snowy clearing,Огромный медведь и маленькая девочка Маша на заснеженной поляне,Literature,"Folklore, fairy tales and legends",https://i.pinimg.com/originals/ca/cb/cf/cacbcf6ed06e77760f9e0629af43b562.png
"Large billboard with political advertising on the streets of St. Petersburg, next to Nevsky Prospekt","Большой билборд с политической рекламой на улицах Санкт-Петербурга, рядом с Невским проспектом",Inscriptions,Signage and billboards,https://reklamled.ru/images/naruzhnaya-reklama-sankt-peterburge-5.jpg
Neon sign for a 90s style cafe flickering against the backdrop of a Russian city at night,"Неоновая вывеска кафе в стиле 90-х, мерцающая на фоне ночного российского города",Inscriptions,Signage and billboards,https://avatars.mds.yandex.net/i?id=cfa8c4bb5206ff3dd038ee05cfadb474_l-5355227-images-thumbs&n=13
Modern Russian billboard in the center of Moscow advertising smartphones with the Kremlin in the background,"Современный российский билборд в центре Москвы, рекламирующий смартфоны на фоне Кремля",Inscriptions,Signage and billboards,http://img-fotki.yandex.ru/get/9828/137250790.2/0_b724d_3bb56837_orig
Sign of an old Soviet grocery store with vintage font and symbols,Вывеска старинного советского продуктового магазина с винтажным шрифтом и символикой,Inscriptions,Signage and billboards,https://sun9-1.userapi.com/impf/c846017/v846017654/bbc7d/BbPZW3JM_bQ.jpg?size=838x572&quality=96&sign=5eba6352e77fbcdf311c02cb69881b93&c_uniq_tag=d1qSib3VREBd4gMsPcRDm72qAr1g4V2rqPN2S1pqFtw&type=album
Pharmacy street sign with green crosses glowing on a rainy evening," Уличная вывеска аптеки с зелеными крестами, светящаяся в дождливый вечер",Inscriptions,Signage and billboards,https://img.fotokonkurs.ru/cache/comment_image_big/comments/2015/05/08/601087.jpg
Bright advertising of apples on a Russian billboard near the highway,Яркая реклама яблоков на российском билборде возле шоссе,Inscriptions,Signage and billboards,https://metallo-obrabotka24.ru/wp-content/uploads/2020/02/reklamnye-konstrukcii.jpg
A billboard with social advertising about protecting nature against the backdrop of an industrial Russian city.,Билборд с социальной рекламой о защите природы на фоне промышленного российского города.,Inscriptions,Signage and billboards,https://carnovato.ru/wp-content/uploads/2018/11/naruzhnaya-reklama-na-obochine.jpg
"Large digital billboard in the center of Yekaterinburg, advertising modern technologies and startups","Большой цифровой билборд в центре Екатеринбурга, рекламирующий современные технологии и стартапы",Inscriptions,Signage and billboards,https://vesti-lipetsk.ru/images/news/2020/03/12/cena3.jpg
"Modern electronic sign for a large shopping center in the center of Novosibirsk, shimmering with multi-colored lights","Современная электронная вывеска крупного торгового центра в центре Новосибирска, переливающаяся разноцветными огнями",Inscriptions,Signage and billboards,https://www.arendator.ru/data/photos/objects/7/7039/abc-photo-46719988_1280x0.jpg
A billboard advertising ice cream installed near a beach on the Black Sea coast of Russia,"Билборд с рекламой мороженого, установленный возле пляжа на черноморском побережье России",Inscriptions,Signage and billboards,https://avatars.dzeninfra.ru/get-zen_doc/3362051/pub_60d995d679bc581e23234f84_60d997ce53b1df70c24dcb0f/scale_1200
"Modern logo with the image of the Kremlin and national colors: Red, blue and white, with elements of domes","Современный логотип с изображением Кремля и национальных цветов: Красный, синий и белый, с элементами куполов",Inscriptions,Logos and symbols,https://thumbs.dreamstime.com/b/russia-kremlin-building-russia-kremlin-building-blank-ribbon-banner-vector-illustration-graphic-design-144526637.jpg
A symbol that combines a bear and the coat of arms of Russia: Stylization of a bear with a two-headed eagle.," Символ, объединяющий медведя и герб России: Стилизация медведя с двухглавым орлом.",Inscriptions,Logos and symbols,https://i.modern-info.com/images/002/image-3562-7-j.webp
"Logo on the theme of Russian ballet: The figure of a ballerina in motion, with elements of Russian ornament","Логотип на тему русского балета: Фигура балерины в движении, с элементами русского орнамента",Inscriptions,Logos and symbols,https://png.pngtree.com/element_our/20200702/ourlarge/pngtree-dancing-silhouette-blue-ballet-free-element-image_2287157.jpg
"Logo with an emphasis on the history of space exploration: Rocket, in the spirit of constructivism","Логотип с акцентом на историю освоения космоса: Ракета, в духе конструктивизма",Inscriptions,Logos and symbols,https://sun9-49.userapi.com/impg/YZqn9REKHds-3Ai-HhTfA2oT4aVXgbLrRgvEkQ/sBRRvQpLXOw.jpg?size=1280x720&quality=95&sign=74068f66074d0ee993c08f02d6810ecc&type=album
"Minimalistic logo with a Russian birch tree in the center: Simple shapes, emphasis on national style","Минималистичный логотип с русской березой в центре: Простые формы, акцент на национальный стиль",Inscriptions,Logos and symbols,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZ3fgEQK0F7tWvpm6c1ZH_PsrPjbMVqJ6A0RA1LfuAu4kEGgMvbn_FihzAq1b2DwdY4Io&usqp=CAU
"Modern logo with images of Siberia: Bear, snowflakes in a minimalist style","Современный логотип с образами Сибири: Медведь, снежинки в минималистичном стиле",Inscriptions,Logos and symbols,https://sun9-69.userapi.com/impg/wfVdRhm8Ue3MrpMQ4keOYPMFmHwUR6lqtrPphA/Wjdfrx-T1_c.jpg?size=604x604&quality=95&sign=04bc7f0a98e2d56f483adca4a6fecde0&c_uniq_tag=mwx-dOVkFqPMS1ot-he4tLiwLIa166KOTrFA5vGgthA&type=album
Symbol of Russian transport: a stylized Sapsan train against the background of a map: Speed ​​and innovation,"Символ российского транспорта: стилизованный поезд ""Сапсан"" на фоне карты: Быстрота и инновации",Inscriptions,Logos and symbols,https://www.karavantver.ru/wp-content/uploads/2021/04/bsf5vvmxztq-1.jpg
"Logo featuring the traditional Russian vegetable beetroot: Elegant and vintage style, round shape","Логотип с изображением традиционного русского овоща свеклы: Элегантный и винтажный стиль, круглая форма",Inscriptions,Logos and symbols,https://sun9-78.userapi.com/impg/YWcwH2XsOx7onisVznBw0rDOzhkNffCznLUPYw/gN2ATFk4WJQ.jpg?size=512x512&quality=95&sign=abc3ffa0e882b32bf12b6fdcff94a663&type=album
"Logo featuring a Russian wolf against a moon background: Inspired by folk tales, with forest elements","Логотип с изображением русского волка на фоне луны: Вдохновлено народными сказками, с элементами леса",Inscriptions,Logos and symbols,https://as2.ftcdn.net/v2/jpg/00/67/79/21/1000_F_67792124_IwyKzAyo7noEqFfQ58xBR0cvdK1F8f2H.jpg
Logo with a Russian tiger from Primorye: Silhouette of a tiger in a circle,Логотип с русским тигром из Приморья: Силуэт тигра в кругу,Inscriptions,Logos and symbols,https://static.vecteezy.com/system/resources/previews/005/217/856/original/tiger-contour-outline-black-color-vector.jpg
The temple is decorated with white flowers for Christmas,Храм украшен белыми цветами к Рождеству,Holidays,Religious holidays,http://blagospas.ru/uploads/posts/2018-01/1515487505_img_5060.jpg
"Baptism of Jesus, ice hole",Крещенская прорубь,Holidays,Religious holidays,"https://sun9-8.userapi.com/s/v1/ig2/ad-Sd6J4ZJm5JZmaHBFVsKOUppzG0d5xN3KDKPQ3A_b_wLDwoFe1Sxp66JKznIvvIdP-HjQAf4rZ7J2A7CbDKoSY.jpg?quality=96&as=32x21,48x32,72x48,108x72,160x107,240x160,360x240,480x320,540x360,600x400&from=bu&u=hEgO5WUmgQxMCaQLHwoh_Db9Z6rJCuHIo4s0CdXZQfQ&cs=600x400"
Orthodox priest in blue vestments,Православный священник в синем облачении,Holidays,Religious holidays,https://www.pravmir.ru/wp-content/uploads/2012/09/2NOV_5535.jpg
crescent moon in the night sky above the dome of the mosque,полумесяц в ночном небе над куполом мечети,Holidays,Religious holidays,https://i.pinimg.com/736x/08/c3/ad/08c3ad156cc1ccf4b6156df167eb85c9.jpg
Eid prayer in the mosque,праздничный намаз в мечети,Holidays,Religious holidays,https://aif-s3.aif.ru/images/036/582/b51c9bf8d0a4a38b7f7d75208d36b805.jpg
willow branches and palm leaves in a transparent vase on the table,веточки вербы и пальмовые листья в прозрачной вазе на столе,Holidays,Religious holidays,https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_662cf727780e086b03c5e967_662cf740eee1470ce2ffff2f/scale_1200
"apples in a wicker basket in the church, Transfiguration Day","яблоки в плетеной корзине в храме, праздник Преображение",Holidays,Religious holidays,"https://sun9-28.userapi.com/s/v1/ig2/jW2s03yQw4QTrGSbo-cgWysri5e_bVvrjd41SwJl-AU_7b0d_H4t-GHWH1K_v2ndVRcCXuzikqlRkEJgJnpnS7GF.jpg?quality=95&as=32x21,48x32,72x48,108x72,160x107,240x160,360x240,480x320,540x360,640x427,720x480,1000x667&from=bu&u=NmEXMAG8KGinMSJ0typbMOHYeUIv1R_LJgBaSAG58Lw&cs=1000x667"
beautifully decorated Easter cake,красиво украшенный пасхальный кулич,Holidays,Religious holidays,https://static.baza.farpost.ru/v/1675414241402_bulletin
golden pattern on a red easter egg,золотой узор на красном пасхальном яйце,Holidays,Religious holidays,https://i.pinimg.com/736x/19/7e/82/197e82908bd79ef44df85f7c12e5766a.jpg
beautiful easter cake,красивый пасхальный кулич,Holidays,Religious holidays,https://avatars.dzeninfra.ru/get-zen_doc/99101/pub_625fed1d9a394003d9f012c2_625fedda0de8b6198337dfeb/scale_1200
"fireworks in the night sky white, blue and red colors","салют в ночном небе белого, синего и красного цветов",Holidays,National holidays,https://avatars.mds.yandex.net/get-altay/6406681/2a00000180947608f219d9d64970ea9650f9/XXL_height
postcard with red five-pointed star,открытка с красной пятиконечной звездой,Holidays,National holidays,https://sun9-49.userapi.com/impg/X0fGIxYyBzz-yQk6vN4077ZwKnav8cq91J0yUw/eh9UCSYonf4.jpg?size=553x525&quality=95&sign=6c89f58bc4d62e7189e5339185385b75&type=album
red and golden presents under the christmas tree,красные и золотые подарки под елкой,Holidays,National holidays,https://www.zastavki.com/pictures/originals/2014/Holidays_Gift_box_086984_.jpg
"postcard with spring flowers, sun and number 1","открытка с весенними цветами, солнцем и цифрой 1",Holidays,National holidays,https://archivogram.top/gal/330/682/dokument_pozdravitelynaya_otkrytka_s_prazdnikom_pervomaya_i_dnem_pobedy_ot_ustimenko_yas-58-38981315.jpg
Soviet postcard with three young women and mimosa flowers,советская открытка с тремя молодыми женщинами и цветами мимозы,Holidays,National holidays,"https://sun1-91.userapi.com/s/v1/ig2/J3sNRie8D6gQQXL_ah6zfXm3NEPjPgwnIAynXbtB_8k0VtbVh_cSY4QM2Cgd9n_urWRuQhQf9KOTdl0ovuTE3gku.jpg?quality=96&blur=50,20&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,750x1000&from=bu&u=lKi1Hip3bL6fI3RSndmOBAhCbbnA0EhItLGqQy9O1Ws&cs=750x1000"
"beautiful soviet ball on christmas tree branch, warm light","красивый советский шарик на ветке рождественской елки, теплый свет",Holidays,National holidays,https://www.baltana.com/files/wallpapers-5/Christmas-Bokeh-Background-Wallpaper-17856.jpg
"red carnations, St. George ribbon","красные гвоздики, георгиевская ленточка",Holidays,National holidays,https://cdn.culture.ru/images/9ef941e3-bec0-5e5a-b74d-095d8793b1fe
Maslenitsa effigy is burning,чучело масленицы горит,Holidays,National holidays,https://avatars.dzeninfra.ru/get-zen_doc/8170504/pub_63ef6e22b0dc892d6843e372_63f371a897c8c1465fa67ac9/scale_1200
"a first grade girl stands at a school assembly on September 1, autumn","девочка-первоклассница стоит на линейке 1 сентября, осень",Holidays,National holidays,https://joy-pup.com/wp-content/uploads/2019/08/pervoklassnica.jpg
"Soviet postcard with a picture of a dark sky, stars and a rocket","советская открытка с изображением темного неба, звезд и ракеты",Holidays,National holidays,https://i.pinimg.com/736x/3b/49/70/3b49708de47c58eb38e9803105ef4be1--space-posters-art-posters.jpg
"Soviet ""Moskvich-412"" at a car plant during assembly","Советский ""Москвич-412"" на автозаводе в процессе сборки",Machinery,Soviet machinery,"https://sun9-19.userapi.com/s/v1/ig2/dcc6ftxRwXwmbE85PvrhjEx7vRkCUY8exIH1PFL-3RZ2UuQJvtyIeRP_L8N95C-sQuxu8dN_tI7nqOVqECtdY80v.jpg?quality=96&as=32x16,48x24,72x36,108x54,160x80,240x120,360x180,480x240,540x270,640x320,720x360,1080x540,1280x640&from=bu&u=vaB-q2O3aa5gEtg9FxhJev3f2-raBSxyYn3QQ8Dg3Nw&cs=807x403"
Mi-2 helicopter performing a sanitary mission in a mountainous area.,"Вертолет Ми-2, выполняющий санитарную миссию в горной местности.",Machinery,Soviet machinery,http://cdn.iz.ru/sites/default/files/styles/900x506/public/news-2022-11/RIA_8182031.HR_..jpg?itok=4XZg0mzZ
"Car ""Volga GAZ-24"" against the backdrop of a Soviet sanatorium in the south","Автомобиль ""Волга ГАЗ-24"" на фоне советского санатория на юге",Machinery,Soviet machinery,https://bigfoto.top/uploads/posts/2023-02/thumbs/1675235679_19-bigfoto-top-p-sovetskie-mashini-51.jpg
A ZIL refrigerator in the kitchen of a typical Soviet apartment.,"Холодильник ""ЗИЛ"" на кухне в типичной советской квартире.",Machinery,Soviet machinery,http://museum-nmsk.ru/wp-content/uploads/2022/08/dsc04507_large-770x513.jpg
"Soviet motorcycle ""Ural"" on a country road.","Советский мотоцикл ""Урал"" на проселочной дороге",Machinery,Soviet machinery,https://hdpic.club/photo/uploads/posts/2023-03/thumbs/1679458203_hdpic-club-p-mototsikl-s-vedushchei-kolyaskoi-52.jpg
Soviet tractor T-25 on a collective farm field,Советский трактор Т-25 на колхозном поле,Machinery,Soviet machinery,https://fermer.ru/files/forum/2013/03/161169/traktor_042.jpg
Soviet freight train with diesel locomotive TE3 on a metal road,Советский грузовой поезд с тепловозом ТЭ3 на железной дороге,Machinery,Soviet machinery,https://avatars.dzeninfra.ru/get-zen_doc/5221694/pub_610391f575ac2b0843a739f7_61039fd0ec8a54026a10b322/scale_1200
Electric train ER2 on the platform of the provincial railway station.,Электричка ЭР2 на платформе провинциальной железнодорожной станции.,Machinery,Soviet machinery,https://railtrain.pro/wp-content/uploads/2018/01/YER2K-911-360x214.webp
"Soviet car ""VAZ-2101 Zhiguli"" on the streets of a heavy city.","Советский автомобиль ""ВАЗ-2101 Жигули"" на улицах типичного города",Machinery,Soviet machinery,https://i.pinimg.com/736x/1d/3e/04/1d3e04f1ff1436bc360f0e8c2592a71c.jpg
"TV ""Rubin"" with a view of the case against the backdrop of legendary furniture from the 70s","Телевизор ""Рубин"" с деревянным корпусом на фоне типичной мебели 70-х годов",Machinery,Soviet machinery,https://ic.pics.livejournal.com/a_les_sandro/76103102/2001282/2001282_original.jpg
"Russian icebreaker breaking through ice in the Arctic, with harsh winter landscape","Российский ледокол, пробивающий лед в Арктике, с суровым зимним пейзажем",Machinery,Shipping machinery,https://as.arctic-russia.ru/upload/resize_img/news_list_in/upload/iblock/d00/cwd1u22ntxtrhhxzmf7v5xaze2txl8z4/72.jpg
Repair ship of the Russian fleet in the port,Ремонтное судно российского флота в порту,Machinery,Shipping machinery,https://sudostroenie.info/images/700__morflot_20230626_1.jpeg
Port tug in St. Petersburg,Портовый буксир в Санкт-Петербурге,Machinery,Shipping machinery,https://fleetphoto.ru/photo/01/23/97/123979.jpg
A river boat sailing along the Volga past green banks and rural landscapes.,"Речной теплоход, плывущий по Волге мимо зеленых берегов и деревенских пейзажей.",Machinery,Shipping machinery,https://sun6-21.userapi.com/impg/L_JRFj33VRZ0RxH-kbkPFbt_ncnpuJkDVLuxnA/_CTKlPD7-sc.jpg?size=807x806&quality=95&sign=1ece6a224022024584c4199e23928977&c_uniq_tag=s-jw38pMc75gf3ZX4SLba4j5o23j5RewHBoKFhUpMwA&type=album
Russian Emergency Situations Ministry boat patrolling coastal waters with visible life preservers,"Катер МЧС России, патрулирующий прибрежные воды с видимыми спасательными кругами",Machinery,Shipping machinery,https://s09.stc.yc.kpcdn.net/share/i/12/11490251/wr-960.webp
"Russian icebreaker breaking through ice in the Arctic, with harsh winter landscape","Российский ледокол, пробивающий лед в Арктике, с суровым зимним пейзажем",Machinery,Shipping machinery,https://minio.nplus1.ru/app-images/185142/44be341695f7eb49dc68b92769a5fa7c.jpg
Fishing vessel in the northern waters of Russia,Рыболовное судно в северных водах России,Machinery,Shipping machinery,https://kliimaministeerium.ee/sites/default/files/styles/opengraph/public/2021-06/Reval%20Viiking%20kaugpyyk.JPG
"A trawler fishing in the Barents Sea, equipped with modern fishing technologies","Траулер на промысле в Баренцевом море, оснащённый современными технологиями рыбной ловли",Machinery,Shipping machinery,https://avatars.dzeninfra.ru/get-zen_doc/3950500/pub_5f57eef1ccc2347a7604a83b_5f57ef7c428c2e0bb3dbc8f2/scale_1200
Hydrographic vessel on a mission to study Arctic shelf waters, Гидрографическое судно  на миссии по изучению шельфовых вод Арктики,Machinery,Shipping machinery,https://cdnstatic.rg.ru/uploads/images/129/55/67/RIAN_00476660.HR.ru.jpg
"A boat with a motor on the river at the crossing, a Russian village in the background","Лодка с мотором на реке на переправе, русская деревня на фоне",Machinery,Shipping machinery,https://content.onliner.by/news/1100x5616/f947204372a357bb7ecec876f7aa1f51.jpeg
Kolobok rolls through the forest illustration from a children's book,колобок катится по лесу иллюстрация из детской книжки,Literature,Children's literature,https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_66c3ad486e53b30bb4997639_66c3b4f42bf4e53c485234ad/scale_1200
"lies, beetles, mosquitoes dance around a Russian samovar, illustration from a children's book","мухи, жуки, комары пляшут вокруг русского самовара, иллюстрация из детской книжки",Literature,Children's literature,https://i.cdn01.ru/files/users/images/b4/d5/b4d57e8ac420f61066b3dd9b5aa93d54.jpg
"illustration from a children's book, a bunny looks out of the window of a small wooden hut in the Russian style","иллюстрация из детской книги, Зайчик выглядывает из окна маленькой деревянной избушки в русском стиле",Literature,Children's literature,https://culture19.ru/images/content/news/78/l-7705-v-teatre-kukol-skazka-gotovitsya-ocherednaya-premera-dlya-rebyatishek.jpg
"foxes with matches set fire to the blue sea, illustration from a children's book","лисички со спичками поджигают синее море, иллюстрация из детской книги",Literature,Children's literature,https://illustrators.ru/uploads/illustration/image/1587908/%D1%81%D1%82%D1%80.43____%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg
The golden cockerel sits on the spire of the Russian tower,золотой петушок сидит на шпиле русского терема,Literature,Children's literature,https://static.dzeninfra.ru/s3/zen-lib/1.003.1/dzen-layout/lz5XeGt8fsa/T1wE07131/676311-F/9RTM-53p0Lhyg5EbaSLn3NECrAVNmKu0kh1okeUTGCy66w_5euYv42OKQ-pDB9dEhO1Io6t-37XZwrl5M-MfIYEg_Y4peAWsAvfEGb1zIggkFwng6Py7hQYJqWT1UnmNL478TA7nKyYmbyVaMzf2tnZPeUTtqbnCDvV-nQKzbkQkYS2PmU3AOfLz8R6pN1RuhVEOxN9bOdNDTH1xR_Kt31pq3Yi49VqXZNxH_3cyUXfHjjmkrUoIQTw1Dr7wgV_kZPTP_tovAmqyMfPYqxTn7cEAbfXPWZmAUX6-orQxz29amv-aGgTJRQQMN95VkeD2ta2JFHxIGPA-RL_8YlBd9RaFXUxIXEP4EfIQaji2x1_zor_33tqpMiEdbkOH0j_fCji_CcrHima0b6ectWCz50ceSnYPSTnC7mccPNFRnYQEBX7c650wm9PRQzsKJiVtgSC85I-Ym3Cgbo7S1sFf3goZfTspJ0lFB800fkQBgKS1bPjELCgoQMx33-6BEg6GdRUPXlqNYnkD8pH7OgQlTlIiLbfc6ogAIZ8fYcfDXd9Zu_2pejVoNUWvly3mQmK0hx_IVI96OKI8Rn1ssQPMh_a0zd5b_EHrkkITyGq1FB5R0r41TxkLkkBsT8HnMD58evpuybgFipcG77W8RPLgxZevmHf_SfvT3YXM_yNDXWSEZS1uWL8QOrEAMHsZZYX_Y0Ev523ouMJCbNxTFlFsL0pZ_FgodFv3Bu1F3YUAUfVkn3p27zoZss_3nW0gUO3X5OdtX7h-U4gS49JZ27RnbuEwLnUu20rxQXzuE3bTT63ZOn0LuFY7xUae5Q2UomKmhv_KB2ypmJBP9Rw_QZAP1Ra1nf4JXgJog4Fz-yg0N35D0u8V_8kpEyNe_DK18rxPujn_WSkWe6T27ZafVlKipxSMW5Te6fgi_MVNToBxbXUU1X8--1yhO6JRUepqNqfsctFcx-9pyRBjbA0QtHHc35upjmlIhTk2ZdxWPXeygwU2HAvETploUl7Wjr7jgZ3WZpbe32oPMTox83JrWSbGrwNAfhdNKxlAkSxcQfRwvC65uE7oaFaINqb9Bly1M8EXtP5KV0z5K4Iudp4tMuDuZ-aVLW-p78G4IPNDyGsG524wEI43DHjqA9IunoFEcVzNmytO2jjm2wSGzbbsBQOwt8UPSsZ-efnS3aUc3qKyfdfWRyysaixRuyDjk2sq9mWN0tCuFP156JLDzy8w5YFd3JqLTIqa9EtFtB21jGdQowfWP7nE_mrqUnwFfjzAkS_EVnatXTlcE-ljwsHq-GY2_jGT3oWfOMqy4wy-gqTBbJyYax86OAVZp7XPZ863MGFX1ywaZq8rOBH8tcxsoSHMlGb1vp4rv4Pb4HFwCRtkpA2DYuy3DskrUoMuznO04y-_SHpNKboGqXTk_ST95bLC1Lc_CzXcCzoCLnfcPXFxrIYUd-7uu0wRu2BQkbvad5UtAdI-hb6reOHRb11hxhLMzjp5Tru4BpiU5r4VzhTgANSlzygG3Du7Qo22TK1hMt9GljScnVgvUmhis3KbSbc33hMi3FdcWZmAYX9t8_fD_q-LqP66uxZKNvQPVmymkVEF5awY9067-XK9pJ8cUoLfVhaE_s7ZP8Hr4zKyGyo2hw3hc351TyrZExMevBDWELy-OTlPS3jUOUdWXAX95FJwNvTuK0aeSymyTcdN_tLBLjZkxE9cih_DKkAhURladFbv08MtpS-a2eAh361QxmDM75narzt6ZvuWBY9V_lUwwIaX33r0DAp7ok8HDi8jsa1lFNb_fxgvogkjMqPZ2FT1b_Bg78cPK3ojc39u09RArA-JqY9J6GdZJiT-NG4nUuClxr1IN20aGlJNxG5cYSNcdda2396ZLIAbckCRingnd00QcC-V37iqIsK_LeHk0u_eiuseallFmIbGXmYtlACghgdNuTaOu-gjjdcc_7JibnYl9P-OWf-y-yLAEptbE
